#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
          18   -0.497949   -0.493633 0.000526392
          19   -0.497059   -0.493813 0.000528661
          20   -0.494491   -0.493847 0.000503311
          21   -0.495608   -0.493931 0.000486279
          22   -0.494129    -0.49394 0.000464259
          23   -0.497253   -0.494084  0.00046588
          24   -0.495573   -0.494146  0.00045058
          25   -0.491855   -0.494055 0.000441777
          26   -0.497231   -0.494177 0.000441354
          27   -0.494687   -0.494196 0.000425412
          28   -0.495496   -0.494242 0.000412744
          29   -0.495378   -0.494281 0.000400365
          30    -0.49709   -0.494375 0.000397814
          31   -0.491265   -0.494274 0.000397428
          32   -0.494062   -0.494268 0.000385064
          33   -0.490588   -0.494156 0.000389206
          34   -0.493622   -0.494141 0.000378076
          35   -0.493616   -0.494126 0.000367571
          36   -0.493498   -0.494108 0.000357774
          37   -0.498826   -0.494236 0.000370133
          38   -0.494105   -0.494232 0.000360409
          39   -0.493703   -0.494219 0.000351423
          40   -0.496813   -0.494284 0.000348573
          41   -0.501037   -0.494448 0.000376986
          42   -0.492756   -0.494408 0.000370157
          43   -0.495717   -0.494438 0.000362798
          44   -0.498283   -0.494526 0.000364921
          45   -0.491744   -0.494464 0.000362009
          46    -0.49412   -0.494456 0.000354216
          47   -0.493316   -0.494432 0.000347509
          48   -0.494957   -0.494443 0.000340442
          49   -0.494103   -0.494436 0.000333565
          50   -0.495989   -0.494467 0.000328336
          51   -0.490484   -0.494389 0.000331056
          52   -0.487967   -0.494266 0.000346962
          53   -0.496167   -0.494302 0.000342265
          54   -0.487324   -0.494172 0.000359489
          55   -0.494039    -0.49417 0.000352961
          56    -0.49329   -0.494154 0.000347008
          57   -0.498372   -0.494228  0.00034872
          58   -0.494088   -0.494226 0.000342716
          59   -0.499272   -0.494311 0.000347416
          60   -0.498757   -0.494385 0.000349436
          61   -0.495859    -0.49441 0.000344541
          62   -0.493339   -0.494392 0.000339417
          63   -0.490069   -0.494324 0.000340895
          64   -0.497837   -0.494379 0.000339961
          65    -0.49506   -0.494389 0.000334892
          66   -0.490418   -0.494329  0.00033518
          67   -0.499168   -0.494401 0.000337869
          68   -0.488021   -0.494307 0.000345683
          69   -0.493914   -0.494302  0.00034072
          70   -0.500629   -0.494392 0.000347637
          71   -0.489507   -0.494323 0.000349484
          72   -0.491722   -0.494287 0.000346493
          73    -0.49119   -0.494245 0.000344333
          74   -0.500804   -0.494333 0.000350903
          75   -0.490665   -0.494284 0.000349616
          76   -0.496571   -0.494314 0.000346308
          77   -0.496041   -0.494337 0.000342536
          78   -0.493282   -0.494323 0.000338411
          79   -0.495219   -0.494335 0.000334317
          80   -0.494117   -0.494332 0.000330149
          81   -0.495556   -0.494347 0.000326419
          82     -0.4981   -0.494393 0.000325632
          83   -0.500708   -0.494469 0.000330478
          84   -0.493196   -0.494454 0.000326891
          85   -0.495662   -0.494468 0.000323354
          86   -0.496646   -0.494493 0.000320585
          87   -0.497292   -0.494526  0.00031851
          88   -0.490871   -0.494484 0.000317587
          89   -0.492708   -0.494464 0.000314644
          90   -0.492676   -0.494444 0.000311775
          91   -0.493399   -0.494433  0.00030856
          92   -0.492345    -0.49441 0.000306039
          93   -0.496843   -0.494436 0.000303864
          94    -0.49339   -0.494425 0.000300836
          95   -0.494666   -0.494428  0.00029768
          96   -0.495103   -0.494435 0.000294662
          97   -0.496611   -0.494457 0.000292477
          98   -0.491857    -0.49443 0.000290694
          99   -0.493922   -0.494425 0.000287803
         100   -0.493021   -0.494411 0.000285268
           1   -0.507014   -0.507014           0
           2   -0.508797   -0.507905 0.000630456
           3   -0.507223   -0.507678  0.00045951
           4   -0.507937   -0.507743 0.000349167
           5     -0.5062   -0.507434 0.000392639
           6   -0.507063   -0.507372 0.000332048
           7    -0.50512    -0.50705 0.000412033
           8   -0.503893   -0.506656 0.000516026
           9   -0.507591    -0.50676 0.000469032
          10   -0.506521   -0.506736 0.000422735
          11   -0.505198   -0.506596 0.000406776
          12   -0.510696   -0.506938 0.000496032
          13   -0.509827    -0.50716 0.000505229
          14   -0.504177   -0.506947 0.000512106
          15   -0.505088   -0.506823 0.000492725
          16   -0.505197   -0.506721 0.000472298
          17    -0.50893   -0.506851 0.000462044
          18   -0.508057   -0.506918 0.000441201
          19   -0.510175    -0.50709 0.000450043
          20   -0.504735   -0.506972 0.000442669
