#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
            312        2.02741        1.92162     0.00761018
            313        2.02649        1.92196     0.00759323
            314        2.02541        1.92229      0.0075762
            315        2.02416        1.92261     0.00755904
            316        2.02273        1.92293     0.00754176
            317        2.02114        1.92324     0.00752433
            318        2.01939        1.92354     0.00750674
            319        2.01748        1.92383     0.00748898
            320        2.01543        1.92412     0.00747105
            321        2.01326         1.9244     0.00745293
            322        2.01098        1.92467     0.00743464
            323        2.00862        1.92493     0.00741616
            324         2.0062        1.92518     0.00739751
            325        2.00376        1.92542      0.0073787
            326        2.00132        1.92565     0.00735974
            327        1.99892        1.92587     0.00734064
            328         1.9966        1.92609     0.00732143
            329        1.99438         1.9263     0.00730212
            330        1.99231         1.9265     0.00728273
            331        1.99042        1.92669     0.00726329
            332        1.98873        1.92688     0.00724381
            333        1.98727        1.92706     0.00722433
            334        1.98608        1.92724     0.00720486
            335        1.98515        1.92741     0.00718543
            336        1.98451        1.92758     0.00716605
            337        1.98416        1.92775     0.00714675
            338        1.98411        1.92791     0.00712756
            339        1.98434        1.92808     0.00710847
            340        1.98486        1.92825     0.00708953
            341        1.98565        1.92842     0.00707074
            342         1.9867        1.92859     0.00705212
            343        1.98799        1.92876     0.00703368
            344        1.98951        1.92894     0.00701545
            345        1.99123        1.92912     0.00699744
            346        1.99313         1.9293     0.00697966
            347         1.9952        1.92949     0.00696213
            348        1.99742        1.92969     0.00694486
            349        1.99977        1.92989     0.00692786
            350        2.00222        1.93009     0.00691115
            351        2.00476        1.93031     0.00689474
            352        2.00737        1.93053     0.00687862
            353        2.01002        1.93075     0.00686282
            354        2.01269        1.93098     0.00684734
            355        2.01537        1.93122     0.00683217
            356        2.01803        1.93146     0.00681733
            357        2.02064        1.93171     0.00680281
            358        2.02319        1.93197     0.00678861
            359        2.02566        1.93223     0.00677471
            360        2.02801         1.9325     0.00676112
            361        2.03023        1.93277     0.00674781
            362        2.03231        1.93304     0.00673477
            363        2.03421        1.93332     0.00672198
            364        2.03594         1.9336     0.00670942
            365        2.03746        1.93389     0.00669707
            366        2.03878        1.93417      0.0066849
            367        2.03988        1.93446     0.00667289
            368        2.04075        1.93475       0.006661
            369         2.0414        1.93504     0.00664922
            370        2.04181        1.93533      0.0066375
            371          2.042        1.93562     0.00662584
            372        2.04196         1.9359     0.00661419
            373        2.04171        1.93618     0.00660254
            374        2.04124        1.93647     0.00659086
            375        2.04057        1.93674     0.00657913
            376        2.03972        1.93702     0.00656733
            377        2.03869        1.93729     0.00655544
            378         2.0375        1.93755     0.00654346
            379        2.03617        1.93781     0.00653136
            380        2.03471        1.93807     0.00651915
            381        2.03314        1.93832     0.00650681
            382        2.03147        1.93856     0.00649435
            383        2.02972         1.9388     0.00648175
            384        2.02791        1.93903     0.00646903
            385        2.02605        1.93926     0.00645617
            386        2.02416        1.93948     0.00644319
            387        2.02224        1.93969     0.00643009
            388        2.02031         1.9399     0.00641687
            389        2.01838         1.9401     0.00640355
            390        2.01645         1.9403     0.00639012
            391        2.01452        1.94049      0.0063766
            392        2.01261        1.94067     0.00636298
            393         2.0107        1.94085     0.00634929
            394         2.0088        1.94102     0.00633552
            395        2.00691        1.94119     0.00632167
            396        2.00501        1.94135     0.00630776
            397        2.00311         1.9415     0.00629379
            398        2.00119        1.94165     0.00627977
            399        1.99925         1.9418     0.00626569
            400        1.99727        1.94194     0.00625156
            401        1.99524        1.94207     0.00623738
            402        1.99316         1.9422     0.00622316
            403        1.99102        1.94232     0.00620889
            404         1.9888        1.94243     0.00619459
            405         1.9865        1.94254     0.00618025
            406        1.98412        1.94264     0.00616588
            407        1.98165        1.94274     0.00615147
            408        1.97908        1.94283     0.00613704
            409        1.97643        1.94291     0.00612259
            410        1.97369        1.94299     0.00610811
            411        1.97088        1.94305     0.00609363
            412          1.968        1.94311     0.00607914
            413        1.96507        1.94317     0.00606465
            414        1.96212        1.94321     0.00605018
            415        1.95915        1.94325     0.00603572
            416        1.95619        1.94328     0.00602129
            417        1.95328        1.94331      0.0060069
            418        1.95044        1.94332     0.00599255
            419        1.94771        1.94333     0.00597826
            420        1.94512        1.94334     0.00596403
            421        1.94271        1.94334     0.00594986
            422         1.9405        1.94333     0.00593577
            423        1.93853        1.94332     0.00592174
            424        1.93682         1.9433      0.0059078
            425        1.93542        1.94329     0.00589393
            426        1.93433        1.94326     0.00588013
            427        1.93357        1.94324      0.0058664
            428        1.93316        1.94322     0.00585274
            429         1.9331        1.94319     0.00583915
            430         1.9334        1.94317     0.00582561
            431        1.93403        1.94315     0.00581213
            432        1.93499        1.94313     0.00579871
            433        1.93625        1.94312     0.00578534
            434        1.93779         1.9431     0.00577202
            435        1.93958         1.9431     0.00575876
            436        1.94158        1.94309     0.00574555
            437        1.94376        1.94309      0.0057324
            438        1.94606         1.9431     0.00571932
            439        1.94845        1.94311     0.00570631
            440        1.95089        1.94313     0.00569336
            441        1.95333        1.94315      0.0056805
            442        1.95573        1.94318     0.00566772
            443        1.95805        1.94322     0.00565503
            444        1.96026        1.94325     0.00564242
            445        1.96232         1.9433      0.0056299
            446        1.96421        1.94334     0.00561748
            447         1.9659        1.94339     0.00560513
            448        1.96737        1.94345     0.00559288
            449         1.9686         1.9435      0.0055807
            450        1.96959        1.94356      0.0055686
            451        1.97033        1.94362     0.00555657
            452        1.97082        1.94368      0.0055446
            453        1.97106        1.94374     0.00553269
            454        1.97105         1.9438     0.00552083
            455        1.97081        1.94386     0.00550902
            456        1.97035        1.94392     0.00549724
            457        1.96969        1.94398     0.00548551
            458        1.96885        1.94403      0.0054738
            459        1.96785        1.94408     0.00546212
            460        1.96671        1.94413     0.00545046
            461        1.96546        1.94418     0.00543884
            462        1.96412        1.94422     0.00542724
            463        1.96272        1.94426     0.00541566
            464        1.96129         1.9443     0.00540411
            465        1.95983        1.94433      0.0053926
            466        1.95838        1.94436     0.00538111
            467        1.95696        1.94439     0.00536965
            468        1.95557        1.94441     0.00535823
            469        1.95424        1.94443     0.00534685
            470        1.95297        1.94445      0.0053355
            471        1.95176        1.94447      0.0053242
            472        1.95062        1.94448     0.00531293
            473        1.94955        1.94449     0.00530171
            474        1.94854         1.9445     0.00529053
            475        1.94759        1.94451      0.0052794
            476        1.94668        1.94451     0.00526831
            477        1.94581        1.94451     0.00525727
            478        1.94496        1.94451     0.00524627
            479        1.94412        1.94451     0.00523532
            480        1.94328        1.94451     0.00522441
            481        1.94244        1.94451     0.00521355
            482        1.94158         1.9445     0.00520274
            483         1.9407        1.94449     0.00519197
            484        1.93979        1.94448     0.00518125
            485        1.93886        1.94447     0.00517058
            486        1.93791        1.94446     0.00515996
            487        1.93695        1.94444     0.00514939
            488        1.93599        1.94442     0.00513887
            489        1.93503         1.9444     0.00512839
            490         1.9341        1.94438     0.00511797
            491         1.9332        1.94436      0.0051076
            492        1.93236        1.94434     0.00509727
            493        1.93159        1.94431       0.005087
            494        1.93091        1.94428     0.00507678
            495        1.93033        1.94426      0.0050666
            496        1.92987        1.94423     0.00505647
            497        1.92955         1.9442     0.00504638
            498        1.92938        1.94417     0.00503633
            499        1.92937        1.94414     0.00502633
            500        1.92953        1.94411     0.00501636
            501        1.92987        1.94408     0.00500643
            502        1.93039        1.94405     0.00499653
            503        1.93111        1.94403     0.00498666
            504        1.93203          1.944     0.00497682
            505        1.93314        1.94398     0.00496702
            506        1.93445        1.94396     0.00495724
            507        1.93597        1.94395     0.00494748
            508        1.93767        1.94393     0.00493776
            509        1.93957        1.94393     0.00492807
            510        1.94164        1.94392      0.0049184
            511        1.94389        1.94392     0.00490878
            512         1.9463        1.94393     0.00489919
            513        1.94885        1.94394     0.00488965
            514        1.95153        1.94395     0.00488016
            515        1.95433        1.94397     0.00487073
            516        1.95721          1.944     0.00486136
            517        1.96016        1.94403     0.00485205
            518        1.96316        1.94406     0.00484283
            519        1.96618        1.94411     0.00483368
            520         1.9692        1.94416     0.00482463
            521         1.9722        1.94421     0.00481567
            522        1.97515        1.94427     0.00480681
            523        1.97802        1.94433     0.00479805
            524         1.9808         1.9444      0.0047894
            525        1.98347        1.94448     0.00478085
