#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
            388        2.69132        2.69156    4.42242e-05
            389        2.69137        2.69156    4.41133e-05
            390        2.69143        2.69156    4.40015e-05
            391        2.69149        2.69156    4.38894e-05
            392        2.69156        2.69156    4.37774e-05
            393        2.69163        2.69156    4.36663e-05
            394         2.6917        2.69156    4.35568e-05
            395        2.69176        2.69156    4.34495e-05
            396        2.69185        2.69156    4.33456e-05
            397        2.69193        2.69157     4.3246e-05
            398        2.69201        2.69157    4.31517e-05
            399        2.69209        2.69157    4.30635e-05
            400        2.69218        2.69157    4.29834e-05
            401        2.69228        2.69157    4.29129e-05
            402        2.69238        2.69157    4.28531e-05
            403        2.69248        2.69158    4.28054e-05
            404        2.69258        2.69158    4.27715e-05
            405        2.69268        2.69158    4.27527e-05
            406         2.6928        2.69158    4.27521e-05
            407        2.69291        2.69159    4.27701e-05
            408        2.69301        2.69159    4.28081e-05
            409        2.69313        2.69159    4.28685e-05
            410        2.69324         2.6916    4.29515e-05
            411        2.69335         2.6916    4.30586e-05
            412        2.69346        2.69161      4.319e-05
            413        2.69356        2.69161    4.33442e-05
            414        2.69367        2.69162    4.35232e-05
            415        2.69377        2.69162    4.37258e-05
            416        2.69387        2.69163     4.3952e-05
            417        2.69396        2.69163    4.42013e-05
            418        2.69405        2.69164    4.44713e-05
            419        2.69413        2.69165    4.47606e-05
            420         2.6942        2.69165    4.50652e-05
            421        2.69426        2.69166    4.53833e-05
            422        2.69432        2.69166    4.57109e-05
            423        2.69436        2.69167    4.60441e-05
            424        2.69438        2.69168     4.6378e-05
            425         2.6944        2.69168    4.67092e-05
            426         2.6944        2.69169    4.70317e-05
            427        2.69438         2.6917    4.73427e-05
            428        2.69435         2.6917    4.76381e-05
            429        2.69431        2.69171    4.79136e-05
            430        2.69425        2.69171    4.81658e-05
            431        2.69417        2.69172    4.83914e-05
            432        2.69409        2.69172    4.85882e-05
            433        2.69398        2.69173    4.87549e-05
            434        2.69386        2.69173    4.88884e-05
            435        2.69372        2.69174    4.89892e-05
            436        2.69357        2.69174    4.90566e-05
            437        2.69341        2.69175    4.90921e-05
            438        2.69324        2.69175    4.90977e-05
            439        2.69306        2.69175    4.90757e-05
            440        2.69287        2.69176    4.90298e-05
            441        2.69268        2.69176    4.89631e-05
            442        2.69248        2.69176    4.88799e-05
            443        2.69229        2.69176    4.87839e-05
            444         2.6921        2.69176    4.86799e-05
            445        2.69191        2.69176    4.85716e-05
            446        2.69172        2.69176    4.84628e-05
            447        2.69154        2.69176    4.83569e-05
