#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
            234       0.798221       0.789375      0.0176101
            235       0.794875       0.789399      0.0175352
            236       0.791578       0.789408      0.0174609
            237       0.788348       0.789404      0.0173872
            238       0.785201       0.789386      0.0173141
            239       0.782154       0.789356      0.0172417
            240       0.779225       0.789313      0.0171699
            241       0.776431        0.78926      0.0170988
            242       0.773792       0.789196      0.0170282
            243       0.771325       0.789123      0.0169583
            244       0.769045        0.78904       0.016889
            245       0.766969        0.78895      0.0168203
            246       0.765114       0.788853      0.0167522
            247       0.763489       0.788751      0.0166847
            248       0.762108       0.788643      0.0166178
            249       0.760981       0.788532      0.0165514
            250       0.760115       0.788418      0.0164856
            251       0.759515       0.788303      0.0164203
            252       0.759185       0.788188      0.0163556
            253       0.759125       0.788073      0.0162913
            254       0.759335        0.78796      0.0162276
            255       0.759809       0.787849      0.0161643
            256       0.760541       0.787743      0.0161015
            257       0.761518       0.787641      0.0160392
            258       0.762729       0.787544      0.0159773
            259       0.764158       0.787454      0.0159159
            260        0.76579        0.78737      0.0158549
            261       0.767606       0.787295      0.0157943
            262       0.769584       0.787227      0.0157342
            263       0.771704       0.787168      0.0156745
            264       0.773946       0.787118      0.0156152
            265       0.776287       0.787077      0.0155563
            266       0.778704       0.787046      0.0154979
            267       0.781173       0.787024      0.0154398
            268       0.783671       0.787011      0.0153822
            269       0.786172       0.787008       0.015325
            270       0.788656       0.787014      0.0152683
            271       0.791099       0.787029       0.015212
            272       0.793485       0.787053       0.015156
            273       0.795798       0.787085      0.0151006
            274       0.798022       0.787125      0.0150455
            275       0.800145       0.787172      0.0149909
            276       0.802155       0.787226      0.0149367
            277       0.804042       0.787287      0.0148829
            278       0.805799       0.787354      0.0148295
            279       0.807422       0.787426      0.0147765
            280       0.808907       0.787502      0.0147239
            281       0.810256       0.787583      0.0146717
            282       0.811472       0.787668        0.01462
            283       0.812558       0.787756      0.0145686
            284       0.813518       0.787847      0.0145175
            285       0.814358        0.78794      0.0144669
            286       0.815086       0.788035      0.0144166
            287        0.81571       0.788131      0.0143667
            288        0.81624       0.788229      0.0143172
            289       0.816685       0.788327       0.014268
            290       0.817057       0.788426      0.0142191
            291       0.817363       0.788526      0.0141706
            292       0.817613       0.788625      0.0141224
            293       0.817814       0.788725      0.0140746
            294       0.817975       0.788824       0.014027
            295       0.818105       0.788924      0.0139798
            296       0.818211       0.789023       0.013933
