#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
            428       -1.36906       -1.43096      0.0100261
            429       -1.37044       -1.43082      0.0100037
            430       -1.37155       -1.43068     0.00998139
            431       -1.37233       -1.43055     0.00995915
            432       -1.37279       -1.43041     0.00993699
            433       -1.37289       -1.43028     0.00991493
            434       -1.37262       -1.43015     0.00989297
            435       -1.37198       -1.43001     0.00987114
            436       -1.37094       -1.42988     0.00984943
            437        -1.3695       -1.42974     0.00982786
            438       -1.36766        -1.4296     0.00980644
            439       -1.36544       -1.42945     0.00978519
            440       -1.36282        -1.4293     0.00976412
            441       -1.35984       -1.42914     0.00974325
            442       -1.35651       -1.42898     0.00972259
            443       -1.35283       -1.42881     0.00970217
            444       -1.34884       -1.42863     0.00968199
            445       -1.34458       -1.42844     0.00966207
            446       -1.34007       -1.42824     0.00964244
            447       -1.33535       -1.42803     0.00962311
            448       -1.33048       -1.42781     0.00960409
            449        -1.3255       -1.42759      0.0095854
            450       -1.32046       -1.42735     0.00956706
            451       -1.31541        -1.4271     0.00954906
            452        -1.3104       -1.42684     0.00953143
            453       -1.30549       -1.42657     0.00951415
            454       -1.30072        -1.4263     0.00949723
            455       -1.29615       -1.42601     0.00948066
            456       -1.29182       -1.42572     0.00946444
            457       -1.28777       -1.42541     0.00944854
            458       -1.28405       -1.42511     0.00943295
            459       -1.28067       -1.42479     0.00941765
            460       -1.27767       -1.42447      0.0094026
            461       -1.27506       -1.42415     0.00938779
            462       -1.27284       -1.42382     0.00937318
            463         -1.271       -1.42349     0.00935875
            464       -1.26956       -1.42316     0.00934445
            465       -1.26848       -1.42282     0.00933028
            466       -1.26776       -1.42249     0.00931619
            467       -1.26735       -1.42216     0.00930216
            468       -1.26725       -1.42183     0.00928817
            469       -1.26742        -1.4215      0.0092742
            470       -1.26784       -1.42117     0.00926023
            471       -1.26847       -1.42085     0.00924624
            472       -1.26927       -1.42053     0.00923223
            473       -1.27023       -1.42021     0.00921817
            474       -1.27131        -1.4199     0.00920408
            475       -1.27249       -1.41958     0.00918993
            476       -1.27374       -1.41928     0.00917573
            477       -1.27505       -1.41898     0.00916147
            478        -1.2764       -1.41868     0.00914716
            479       -1.27777       -1.41838      0.0091328
            480       -1.27915       -1.41809     0.00911837
            481       -1.28055       -1.41781      0.0091039
            482       -1.28194       -1.41753     0.00908938
            483       -1.28332       -1.41725      0.0090748
            484       -1.28471       -1.41697     0.00906018
            485       -1.28609        -1.4167     0.00904552
            486       -1.28746       -1.41644     0.00903082
            487       -1.28884       -1.41618     0.00901607
            488       -1.29023       -1.41592     0.00900129
            489       -1.29165       -1.41566     0.00898647
            490       -1.29309       -1.41541     0.00897161
            491       -1.29456       -1.41517     0.00895672
            492       -1.29609       -1.41493     0.00894178
            493       -1.29767       -1.41469     0.00892681
            494       -1.29931       -1.41445     0.00891179
            495       -1.30103       -1.41423     0.00889673
            496       -1.30284         -1.414     0.00888163
            497       -1.30475       -1.41378     0.00886648
            498       -1.30675       -1.41357     0.00885128
            499       -1.30888       -1.41336     0.00883603
            500       -1.31112       -1.41315     0.00882072
            501       -1.31348       -1.41295     0.00880536
            502       -1.31598       -1.41276     0.00878993
            503        -1.3186       -1.41257     0.00877445
            504       -1.32135       -1.41239     0.00875891
            505       -1.32422       -1.41222     0.00874331
            506        -1.3272       -1.41205     0.00872764
            507       -1.33027       -1.41189     0.00871192
            508       -1.33343       -1.41173     0.00869614
            509       -1.33665       -1.41159      0.0086803
            510       -1.33991       -1.41144     0.00866442
            511       -1.34319       -1.41131     0.00864849
            512       -1.34644       -1.41118     0.00863253
            513       -1.34963       -1.41106     0.00861654
            514       -1.35275       -1.41095     0.00860052
            515       -1.35573       -1.41084     0.00858449
            516       -1.35853       -1.41074     0.00856845
            517       -1.36112       -1.41065     0.00855241
            518       -1.36346       -1.41056     0.00853639
            519        -1.3655       -1.41047     0.00852038
            520        -1.3672       -1.41039      0.0085044
            521       -1.36852       -1.41031     0.00848846
            522       -1.36942       -1.41023     0.00847256
            523       -1.36987       -1.41015     0.00845671
            524       -1.36985       -1.41007     0.00844092
            525       -1.36932          -1.41      0.0084252
            526       -1.36828       -1.40992     0.00840956
            527       -1.36671       -1.40983       0.008394
            528       -1.36462       -1.40975     0.00837854
            529       -1.36201       -1.40966     0.00836319
            530       -1.35889       -1.40956     0.00834795
            531        -1.3553       -1.40946     0.00833286
            532       -1.35127       -1.40935     0.00831791
            533       -1.34685       -1.40923     0.00830313
            534        -1.3421       -1.40911     0.00828854
            535       -1.33709       -1.40897     0.00827414
            536       -1.33191       -1.40883     0.00825995
            537       -1.32662       -1.40868     0.00824599
            538       -1.32131       -1.40851     0.00823226
            539       -1.31607       -1.40834     0.00821877
            540       -1.31099       -1.40816     0.00820553
            541       -1.30612       -1.40797     0.00819253
            542       -1.30155       -1.40778     0.00817977
            543       -1.29733       -1.40757     0.00816723
            544       -1.29348       -1.40736     0.00815491
            545       -1.29004       -1.40715     0.00814279
            546       -1.28698       -1.40693     0.00813085
            547        -1.2843        -1.4067     0.00811907
            548       -1.28197       -1.40648     0.00810745
