#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
            292        2.68925        2.68584    0.000799803
            293        2.68855        2.68585    0.000797126
            294        2.68778        2.68586    0.000794442
            295        2.68698        2.68586    0.000791758
            296        2.68615        2.68586    0.000789084
            297        2.68531        2.68586    0.000786429
            298        2.68448        2.68586    0.000783804
            299        2.68367        2.68585    0.000781217
            300        2.68289        2.68584    0.000778675
            301        2.68215        2.68583    0.000776185
            302        2.68145        2.68581    0.000773749
            303        2.68081         2.6858    0.000771372
            304        2.68022        2.68578    0.000769053
            305        2.67971        2.68576    0.000766789
            306        2.67924        2.68574    0.000764579
            307        2.67885        2.68571    0.000762417
            308        2.67852        2.68569      0.0007603
            309        2.67827        2.68567    0.000758219
            310        2.67808        2.68564    0.000756168
            311        2.67797        2.68562    0.000754139
            312        2.67794        2.68559    0.000752123
            313        2.67799        2.68557    0.000750112
            314         2.6781        2.68554      0.0007481
            315        2.67828        2.68552    0.000746081
            316        2.67852         2.6855    0.000744048
            317        2.67883        2.68548    0.000741999
            318        2.67919        2.68546    0.000739929
            319        2.67959        2.68544    0.000737838
            320        2.68004        2.68542    0.000735726
            321        2.68052        2.68541    0.000733593
            322        2.68102        2.68539    0.000731441
            323        2.68156        2.68538    0.000729273
            324        2.68211        2.68537    0.000727092
            325        2.68268        2.68536    0.000724902
            326        2.68325        2.68536    0.000722707
            327        2.68383        2.68535    0.000720512
            328        2.68441        2.68535    0.000718321
            329        2.68499        2.68535    0.000716138
            330        2.68556        2.68535    0.000713969
            331        2.68612        2.68535    0.000711815
            332        2.68666        2.68536    0.000709682
            333        2.68721        2.68536    0.000707573
            334        2.68773        2.68537     0.00070549
            335        2.68825        2.68538    0.000703437
            336        2.68874        2.68539    0.000701414
            337        2.68923         2.6854    0.000699426
            338        2.68969        2.68541    0.000697472
            339        2.69014        2.68543    0.000695553
            340        2.69056        2.68544    0.000693671
            341        2.69097        2.68546    0.000691827
            342        2.69136        2.68547    0.000690019
            343        2.69172        2.68549    0.000688247
            344        2.69206        2.68551    0.000686511
            345        2.69237        2.68553    0.000684809
            346        2.69266        2.68555    0.000683139
            347        2.69292        2.68557    0.000681501
            348        2.69316        2.68559    0.000679891
            349        2.69337        2.68562    0.000678307
            350        2.69354        2.68564    0.000676747
            351        2.69369        2.68566    0.000675207
            352         2.6938        2.68569    0.000673684
            353        2.69387        2.68571    0.000672175
            354        2.69391        2.68573    0.000670676
            355        2.69391        2.68576    0.000669182
            356        2.69388        2.68578    0.000667692
            357         2.6938         2.6858    0.000666199
            358        2.69369        2.68582    0.000664703
            359        2.69353        2.68584    0.000663198
            360        2.69334        2.68586    0.000661683
            361        2.69312        2.68589    0.000660155
            362        2.69286         2.6859    0.000658612
            363        2.69257        2.68592    0.000657054
            364        2.69225        2.68594    0.000655479
            365        2.69192        2.68596    0.000653888
            366        2.69157        2.68597    0.000652281
            367        2.69123        2.68599    0.000650661
            368        2.69089          2.686    0.000649029
            369        2.69056        2.68601    0.000647388
            370        2.69027        2.68602    0.000645741
            371        2.69001        2.68603     0.00064409
            372        2.68979        2.68604    0.000642437
            373        2.68961        2.68605    0.000640786
            374        2.68949        2.68606    0.000639139
            375         2.6894        2.68607    0.000637496
            376        2.68937        2.68608    0.000635861
            377        2.68939        2.68609    0.000634235
            378        2.68945         2.6861     0.00063262
            379        2.68955        2.68611    0.000631016
            380        2.68969        2.68612    0.000629426
            381        2.68986        2.68613     0.00062785
            382        2.69005        2.68614    0.000626291
            383        2.69026        2.68615    0.000624748
            384        2.69048        2.68616    0.000623223
            385        2.69069        2.68617    0.000621715
            386        2.69092        2.68618    0.000620226
            387        2.69114         2.6862    0.000618756
            388        2.69135        2.68621    0.000617304
            389        2.69156        2.68622     0.00061587
            390        2.69174        2.68624    0.000614453
            391        2.69191        2.68625    0.000613053
            392        2.69205        2.68627    0.000611667
            393        2.69216        2.68628    0.000610294
            394        2.69224         2.6863    0.000608933
            395        2.69228        2.68631     0.00060758
            396        2.69229        2.68633    0.000606233
            397        2.69226        2.68634     0.00060489
            398        2.69219        2.68636    0.000603549
            399        2.69206        2.68637    0.000602206
            400        2.69189        2.68638    0.000600858
            401        2.69167         2.6864    0.000599504
            402         2.6914        2.68641    0.000598142
