#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
            469        4.06601        4.10672      0.0100626
            470        4.07104        4.10664      0.0100415
            471         4.0762        4.10658      0.0100204
            472        4.08144        4.10652      0.0099993
            473         4.0867        4.10648     0.00997824
            474        4.09192        4.10645     0.00995724
            475        4.09704        4.10643      0.0099363
            476        4.10201        4.10642     0.00991543
            477         4.1068        4.10642     0.00989464
            478        4.11134        4.10643     0.00987394
            479        4.11561        4.10645     0.00985335
            480        4.11957        4.10648     0.00983286
            481        4.12319        4.10651     0.00981248
            482        4.12644        4.10656     0.00979221
            483        4.12931         4.1066     0.00977205
            484        4.13179        4.10666       0.009752
            485        4.13386        4.10671     0.00973205
            486        4.13551        4.10677      0.0097122
            487        4.13675        4.10683     0.00969246
            488        4.13757         4.1069      0.0096728
            489        4.13798        4.10696     0.00965323
            490        4.13798        4.10702     0.00963374
            491        4.13759        4.10708     0.00961432
            492         4.1368        4.10714     0.00959496
            493        4.13564         4.1072     0.00957568
            494        4.13412        4.10726     0.00955645
            495        4.13224        4.10731     0.00953727
            496        4.13002        4.10735     0.00951816
            497        4.12748        4.10739     0.00949909
            498        4.12464        4.10743     0.00948008
            499         4.1215        4.10746     0.00946112
            500        4.11808        4.10748     0.00944222
            501        4.11441        4.10749     0.00942339
            502        4.11048         4.1075     0.00940462
            503        4.10631         4.1075     0.00938592
            504        4.10192        4.10748     0.00936731
            505        4.09731        4.10746     0.00934878
            506         4.0925        4.10743     0.00933035
            507         4.0875         4.1074     0.00931203
            508        4.08231        4.10735     0.00929383
            509        4.07693        4.10729     0.00927576
            510        4.07138        4.10722     0.00925784
            511        4.06566        4.10713     0.00924008
            512        4.05977        4.10704      0.0092225
            513        4.05371        4.10694     0.00920511
            514         4.0475        4.10682     0.00918792
            515        4.04114        4.10669     0.00917097
            516        4.03464        4.10655     0.00915426
            517          4.028         4.1064     0.00913781
            518        4.02124        4.10624     0.00912165
            519        4.01439        4.10606     0.00910579
            520        4.00744        4.10587     0.00909026
            521        4.00044        4.10567     0.00907506
            522        3.99341        4.10545     0.00906022
            523        3.98637        4.10523     0.00904576
            524        3.97936        4.10499     0.00903169
            525        3.97242        4.10473     0.00901801
            526        3.96559        4.10447     0.00900475
            527         3.9589        4.10419     0.00899189
            528         3.9524        4.10391     0.00897946
            529        3.94613        4.10361     0.00896744
            530        3.94013         4.1033     0.00895582
            531        3.93444        4.10298      0.0089446
            532         3.9291        4.10265     0.00893375
            533        3.92414        4.10232     0.00892327
            534         3.9196        4.10198     0.00891311
            535        3.91551        4.10163     0.00890327
            536        3.91189        4.10127     0.00889369
            537        3.90877        4.10092     0.00888435
            538        3.90617        4.10055     0.00887521
            539        3.90409        4.10019     0.00886622
            540        3.90257        4.09982     0.00885735
            541        3.90158        4.09946     0.00884856
            542        3.90115        4.09909     0.00883979
            543        3.90127        4.09873     0.00883102
            544        3.90191        4.09837     0.00882219
            545        3.90308        4.09801     0.00881328
            546        3.90473        4.09765     0.00880424
            547        3.90685         4.0973     0.00879506
            548        3.90939        4.09696     0.00878569
            549        3.91232        4.09663     0.00877612
            550        3.91559         4.0963     0.00876633
            551        3.91915        4.09597     0.00875632
            552        3.92296        4.09566     0.00874606
            553        3.92695        4.09536     0.00873557
            554        3.93108        4.09506     0.00872483
            555        3.93531        4.09477     0.00871386
            556        3.93957        4.09449     0.00870265
            557        3.94383        4.09422     0.00869123
            558        3.94804        4.09396      0.0086796
            559        3.95217        4.09371     0.00866778
            560        3.95619        4.09346     0.00865578
            561        3.96007        4.09322     0.00864362
            562        3.96379        4.09299     0.00863131
            563        3.96732        4.09277     0.00861886
            564        3.97067        4.09255      0.0086063
            565        3.97381        4.09234     0.00859363
            566        3.97674        4.09214     0.00858087
            567        3.97945        4.09194     0.00856804
            568        3.98195        4.09175     0.00855515
            569        3.98424        4.09156      0.0085422
            570        3.98631        4.09137     0.00852921
            571        3.98817        4.09119     0.00851618
            572        3.98983        4.09101     0.00850314
            573         3.9913        4.09084     0.00849008
            574        3.99257        4.09067     0.00847701
            575        3.99365         4.0905     0.00846395
            576        3.99456        4.09033     0.00845089
            577         3.9953        4.09017     0.00843785
            578        3.99588        4.09001     0.00842483
            579         3.9963        4.08984     0.00841183
            580        3.99658        4.08968     0.00839887
            581        3.99672        4.08952     0.00838594
            582        3.99673        4.08936     0.00837304
            583        3.99661        4.08921     0.00836019
            584        3.99638        4.08905     0.00834739
            585        3.99603        4.08889     0.00833463
            586        3.99559        4.08873     0.00832193
            587        3.99505        4.08857     0.00830928
            588        3.99443        4.08841     0.00829669
            589        3.99373        4.08825     0.00828417
            590        3.99295        4.08809      0.0082717
            591         3.9921        4.08792      0.0082593
            592         3.9912        4.08776     0.00824696
            593        3.99023         4.0876     0.00823469
            594        3.98922        4.08743      0.0082225
            595        3.98816        4.08726     0.00821037
            596        3.98706         4.0871     0.00819831
            597        3.98592        4.08693     0.00818633
            598        3.98475        4.08675     0.00817443
            599        3.98355        4.08658      0.0081626
            600        3.98232        4.08641     0.00815084
            601        3.98106        4.08623     0.00813916
            602        3.97978        4.08606     0.00812756
            603        3.97847        4.08588     0.00811604
            604        3.97714         4.0857      0.0081046
            605        3.97578        4.08552     0.00809324
            606         3.9744        4.08533     0.00808196
            607        3.97299        4.08515     0.00807077
            608        3.97156        4.08496     0.00805966
            609        3.97009        4.08477     0.00804863
            610        3.96859        4.08458     0.00803769
            611        3.96706        4.08439     0.00802683
            612        3.96548         4.0842     0.00801607
            613        3.96386          4.084      0.0080054
            614        3.96218         4.0838     0.00799482
            615        3.96045         4.0836     0.00798433
            616        3.95866         4.0834     0.00797395
            617        3.95681        4.08319     0.00796366
            618        3.95488        4.08298     0.00795348
            619        3.95288        4.08277     0.00794341
            620        3.95079        4.08256     0.00793345
            621        3.94861        4.08235     0.00792361
            622        3.94634        4.08213     0.00791388
            623        3.94397        4.08191     0.00790429
            624         3.9415        4.08168     0.00789482
            625        3.93892        4.08145     0.00788549
            626        3.93624        4.08122     0.00787631
            627        3.93345        4.08098     0.00786727
            628        3.93055        4.08074     0.00785839
            629        3.92754         4.0805     0.00784967
            630        3.92443        4.08025     0.00784112
            631        3.92122           4.08     0.00783274
            632        3.91792        4.07975     0.00782455
            633        3.91453        4.07948     0.00781654
            634        3.91107        4.07922     0.00780872
            635        3.90755        4.07895      0.0078011
            636        3.90398        4.07867     0.00779369
            637        3.90038        4.07839     0.00778647
            638        3.89676        4.07811     0.00777947
            639        3.89314        4.07782     0.00777268
            640        3.88954        4.07752      0.0077661
            641        3.88599        4.07723     0.00775973
            642        3.88251        4.07692     0.00775357
            643        3.87911        4.07661     0.00774761
            644        3.87583         4.0763     0.00774185
            645        3.87267        4.07599     0.00773629
            646        3.86967        4.07567      0.0077309
            647        3.86685        4.07535     0.00772568
            648        3.86422        4.07502     0.00772063
            649         3.8618        4.07469     0.00771572
            650        3.85962        4.07436     0.00771094
            651        3.85767        4.07403     0.00770628
            652        3.85598        4.07369     0.00770171
            653        3.85454        4.07336     0.00769723
            654        3.85338        4.07302      0.0076928
            655        3.85248        4.07268     0.00768842
            656        3.85185        4.07235     0.00768407
            657        3.85148        4.07201     0.00767972
            658        3.85137        4.07168     0.00767537
            659        3.85152        4.07134     0.00767099
            660         3.8519        4.07101     0.00766657
            661        3.85251        4.07068     0.00766209
            662        3.85333        4.07035     0.00765755
            663        3.85435        4.07002     0.00765293
            664        3.85555         4.0697     0.00764821
            665        3.85692        4.06938      0.0076434
            666        3.85842        4.06907     0.00763849
            667        3.86005        4.06875     0.00763346
            668        3.86178        4.06844     0.00762832
            669         3.8636        4.06814     0.00762306
            670        3.86548        4.06783     0.00761768
            671        3.86742        4.06753     0.00761218
            672        3.86938        4.06724     0.00760656
            673        3.87137        4.06695     0.00760083
            674        3.87335        4.06666     0.00759497
            675        3.87532        4.06638     0.00758901
            676        3.87727         4.0661     0.00758294
